Experience_Years,Training_Hours_Monthly,Projects_Completed,Attendance_Percent,Performance_Score
5,22,28,97.22,100.0
3,42,16,71.3,100.0
5,36,14,71.54,100.0
10,8,18,69.37,100.0
0,2,6,65.83,39.22
14,7,24,74.56,100.0
10,37,17,87.24,100.0
18,3,5,89.69,100.0
17,11,18,92.54,100.0
16,43,20,67.9,100.0
18,30,11,61.43,100.0
20,24,24,98.99,100.0
13,15,2,60.57,58.42
17,41,0,98.43,100.0
18,13,4,93.15,100.0
14,12,0,96.48,85.97
14,40,7,75.49,95.91
3,6,6,67.89,58.13
6,11,14,84.26,100.0
12,36,10,89.65,100.0
2,49,17,65.23,100.0
15,3,13,91.9,100.0
8,1,26,68.34,100.0
7,34,8,79.67,92.3
19,43,4,94.26,100.0
12,2,22,67.74,100.0
16,3,3,69.68,70.11
16,37,11,62.51,97.57
16,11,28,65.86,100.0
0,18,0,65.86,30.96
7,9,29,68.14,100.0
18,0,23,71.45,100.0
5,16,12,92.6,100.0
2,15,0,96.63,72.92
4,8,2,76.25,71.82
12,8,21,65.13,100.0
14,8,7,68.95,86.01
13,11,23,89.45,100.0
15,40,17,87.1,100.0
17,14,24,98.69,100.0
10,1,15,60.58,74.74
2,10,19,90.03,100.0
9,10,19,80.23,100.0
9,7,30,96.11,100.0
20,31,29,83.05,100.0
15,5,15,77.87,100.0
11,19,1,86.63,85.97
1,38,16,93.34,100.0
8,34,9,71.3,97.64
2,7,6,64.3,53.5
14,49,26,77.32,100.0
2,48,9,68.58,81.32
18,42,18,77.18,100.0
17,33,19,99.64,100.0
7,18,26,82.96,100.0
16,6,8,87.74,100.0
7,30,21,87.12,100.0
6,17,29,92.83,100.0
6,39,16,97.77,100.0
2,13,8,86.35,96.84
0,38,8,79.04,89.59
3,35,4,72.71,71.08
4,16,23,74.41,100.0
0,36,6,73.38,72.87
14,43,10,72.98,100.0
4,8,7,87.79,89.55
12,19,24,83.51,100.0
7,44,13,68.08,100.0
7,27,1,98.79,84.2
4,49,9,77.11,97.66
8,19,20,82.64,100.0
0,40,23,88.1,100.0
3,35,15,84.55,100.0
2,26,15,72.44,100.0
1,7,18,91.91,100.0
7,31,26,64.41,100.0
8,0,30,82.76,100.0
1,16,10,70.93,86.73
13,8,5,84.63,92.62
13,19,5,68.72,87.38
3,44,6,90.89,93.62
5,31,15,69.1,98.99
10,1,12,95.62,100.0
2,31,26,94.46,100.0
7,44,2,74.5,72.39
2,8,23,75.43,100.0
13,29,23,88.06,100.0
12,19,8,63.61,87.52
12,37,23,63.24,100.0
1,0,2,65.45,32.01
12,4,5,82.5,85.5
18,34,24,65.96,100.0
5,35,16,71.1,100.0
15,0,2,85.88,79.7
1,13,1,60.62,28.58
7,8,11,67.21,76.7
16,29,23,97.2,100.0
1,23,5,86.54,80.38
9,3,9,72.22,75.04
15,49,10,61.81,93.45
5,13,15,83.44,100.0
1,24,26,68.91,100.0
1,3,15,98.41,100.0
12,24,23,87.48,100.0
14,9,17,98.96,100.0
1,34,26,93.96,100.0
6,6,21,79.32,100.0
2,41,22,86.78,100.0
7,12,23,92.48,100.0
13,3,8,83.13,86.04
6,49,20,62.46,100.0
20,42,26,78.82,100.0
6,35,18,65.22,100.0
0,13,1,88.59,73.13
16,17,23,87.23,100.0
8,7,0,99.72,67.81
20,31,25,85.15,100.0
12,26,30,92.01,100.0
20,41,15,70.73,100.0
18,36,21,73.6,100.0
20,22,17,96.68,100.0
18,6,2,90.21,90.45
16,11,23,86.21,100.0
9,24,0,70.16,60.8
9,2,5,87.94,79.9
3,25,18,95.47,100.0
7,3,21,69.23,98.1
19,41,18,88.24,100.0
19,35,10,75.75,100.0
17,14,26,64.75,100.0
13,31,7,90.54,100.0
17,28,4,66.69,82.63
13,9,19,70.12,100.0
19,20,8,91.32,100.0
20,15,14,89.69,100.0
14,46,20,70.17,100.0
3,18,27,97.64,100.0
12,28,13,68.61,100.0
7,50,3,99.74,92.07
17,17,23,89.52,100.0
11,43,23,75.7,100.0
13,15,7,65.21,90.63
1,0,19,72.82,98.02
17,47,28,67.75,100.0
1,1,16,84.87,95.69
10,14,1,74.27,73.29
8,38,19,71.8,100.0
11,27,15,90.29,100.0
16,0,9,69.22,82.58
14,4,1,83.48,69.92
16,41,10,67.78,100.0
17,21,9,88.59,100.0
5,35,29,85.0,100.0
16,45,29,91.93,100.0
17,12,18,62.74,100.0
7,0,24,68.4,100.0
8,15,30,66.18,100.0
5,40,24,67.62,100.0
4,21,13,64.12,89.09
11,31,30,82.48,100.0
10,15,10,83.74,100.0
0,50,8,93.74,100.0
10,14,6,76.71,88.7
18,45,14,81.3,100.0
8,41,19,99.65,100.0
1,11,16,81.27,100.0
11,0,2,82.94,66.39
3,16,14,99.84,100.0
3,40,13,99.77,100.0
17,50,7,76.96,100.0
14,49,3,85.4,100.0
18,27,25,79.23,100.0
12,6,9,88.83,100.0
18,8,1,97.54,92.75
16,21,13,72.39,100.0
5,25,7,92.76,89.41
15,11,22,86.19,100.0
11,6,26,71.21,100.0
18,45,9,91.89,100.0
4,46,24,77.09,100.0
16,14,17,64.82,100.0
0,37,14,99.74,100.0
9,20,4,77.03,99.57
14,13,21,81.66,100.0
20,1,12,92.32,100.0
20,7,17,98.44,100.0
10,44,30,94.92,100.0
12,5,1,81.0,72.82
4,36,12,81.83,100.0
0,36,30,71.24,100.0
11,32,29,78.51,100.0
10,40,13,97.87,100.0
16,5,9,89.08,100.0
3,25,29,60.48,100.0
14,38,3,64.66,65.24
8,40,14,96.95,100.0
20,36,7,93.95,100.0
19,13,14,79.45,100.0
18,36,13,84.68,100.0
18,7,30,71.59,100.0
11,38,28,91.71,100.0
4,12,26,84.13,100.0
9,12,20,87.79,100.0
16,39,8,75.0,100.0
4,42,19,77.22,100.0
15,27,2,68.31,78.74
6,17,25,97.92,100.0
8,18,14,97.86,100.0
2,37,23,92.71,100.0
14,31,16,97.42,100.0
15,21,24,86.61,100.0
17,1,15,69.39,100.0
13,12,3,90.41,94.87
2,22,10,73.01,87.4
11,24,24,77.62,100.0
8,27,7,70.97,89.82
6,10,2,76.94,64.32
8,32,18,87.17,100.0
12,23,13,64.42,100.0
17,1,8,64.21,73.38
4,29,2,87.35,96.9
12,16,3,91.18,92.36
3,39,24,82.06,100.0
1,33,27,67.27,100.0
15,37,3,77.23,100.0
8,21,10,90.33,100.0
8,4,18,87.43,100.0
5,47,29,64.39,100.0
10,39,15,98.77,100.0
0,50,22,68.93,100.0
3,15,21,68.82,100.0
12,12,16,78.39,100.0
12,25,29,73.09,100.0
12,30,9,99.36,100.0
1,38,23,63.06,100.0
8,47,16,72.26,100.0
7,22,15,75.31,100.0
6,47,19,79.74,100.0
3,11,21,60.66,87.43
17,13,5,63.29,83.48
2,17,6,70.31,74.46
5,26,13,82.16,100.0
11,27,10,90.71,100.0
11,17,11,87.46,100.0
20,15,13,82.68,100.0
7,15,4,75.89,85.45
0,12,4,94.83,70.54
3,28,19,78.39,100.0
20,8,21,71.97,100.0
10,25,22,85.17,100.0
2,27,25,87.68,100.0
12,40,14,75.94,100.0
16,12,25,61.13,100.0
9,35,0,63.77,46.46
20,8,24,93.82,100.0
11,46,30,62.26,100.0
14,13,29,83.68,100.0
20,50,23,67.35,100.0
9,11,22,69.16,100.0
13,31,8,70.93,100.0
12,37,2,61.53,65.25
4,2,25,67.09,100.0
5,15,3,86.02,77.21
1,19,15,79.95,100.0
16,31,6,91.89,100.0
3,22,21,62.45,100.0
13,16,13,95.56,100.0
9,15,15,99.86,100.0
2,37,28,60.63,100.0
2,7,17,98.71,100.0
14,18,15,69.43,100.0
5,29,15,87.7,100.0
16,33,1,71.7,86.77
11,13,9,80.87,100.0
19,21,6,80.42,100.0
10,43,24,74.44,100.0
3,16,26,88.7,100.0
5,14,14,83.99,100.0
0,49,27,80.33,100.0
19,47,8,99.31,100.0
15,31,6,97.6,100.0
14,12,26,98.22,100.0
16,20,23,95.25,100.0
7,48,15,70.21,100.0
11,39,25,74.0,100.0
20,32,2,69.24,91.04
9,26,16,99.45,100.0
14,34,22,66.11,100.0
8,15,7,74.66,92.67
1,27,1,67.96,50.99
4,33,30,68.94,100.0
5,46,24,69.88,100.0
6,0,19,85.59,100.0
20,40,25,63.04,100.0
0,47,26,82.9,100.0
6,30,24,92.77,100.0
19,35,28,90.66,100.0
11,43,2,66.05,67.88
15,32,7,96.59,100.0
15,32,26,90.8,100.0
10,38,1,60.21,49.95
20,17,30,89.49,100.0
3,22,29,89.5,100.0
12,22,18,79.87,100.0
6,14,16,61.84,100.0
3,25,4,83.2,86.16
14,29,19,90.63,100.0
18,24,28,70.83,100.0
8,44,16,86.68,100.0
10,15,9,74.16,92.63
7,38,8,82.95,98.84
0,47,21,75.38,100.0
7,44,5,72.15,85.99
12,13,29,94.24,100.0
3,16,10,90.15,95.93
7,11,1,73.82,57.83
2,28,30,77.39,100.0
8,31,29,87.67,100.0
1,23,22,92.44,100.0
1,12,11,87.37,99.86
12,19,11,81.64,100.0
14,14,30,98.18,100.0
11,3,15,90.97,100.0
3,33,24,64.62,100.0
7,27,21,82.33,100.0
8,49,26,76.38,100.0
4,1,23,91.8,100.0
19,46,11,61.79,100.0
17,29,20,76.43,100.0
10,25,17,72.73,100.0
14,50,12,65.65,100.0
8,46,14,75.15,100.0
16,25,15,86.91,100.0
11,19,3,74.47,87.52
6,41,11,83.2,100.0
9,27,16,83.71,100.0
9,19,0,83.48,78.73
12,10,21,81.18,100.0
18,9,30,64.68,100.0
10,22,17,68.74,100.0
12,36,21,92.0,100.0
20,40,15,80.09,100.0
7,18,0,88.24,72.94
7,44,26,82.8,100.0
3,17,9,61.55,64.95
14,48,18,91.85,100.0
10,26,15,62.57,100.0
10,5,13,97.73,100.0
0,9,24,68.62,100.0
16,1,1,80.5,82.12
14,23,23,62.54,100.0
19,37,5,95.8,100.0
5,27,27,99.2,100.0
14,27,21,65.85,100.0
8,44,22,71.83,100.0
13,49,4,60.63,76.49
17,38,11,91.48,100.0
16,1,26,72.46,100.0
17,45,3,83.55,100.0
4,4,21,61.57,97.16
19,49,23,88.62,100.0
19,10,3,81.18,100.0
8,9,4,89.0,86.11
10,42,6,91.58,100.0
0,1,5,63.57,40.18
17,14,12,83.12,100.0
5,38,3,86.0,96.57
1,40,12,80.67,100.0
14,36,3,67.3,78.59
20,6,9,91.82,100.0
13,19,19,99.9,100.0
4,33,0,98.77,72.36
5,34,20,91.1,100.0
5,33,7,76.72,82.42
17,21,6,73.49,100.0
13,30,4,62.74,73.9
9,22,2,76.65,92.91
13,18,14,66.24,100.0
12,3,30,70.17,100.0
2,23,26,95.68,100.0
5,19,16,98.74,100.0
7,38,28,97.94,100.0
11,27,22,67.73,100.0
12,38,12,96.04,100.0
10,16,14,65.66,100.0
11,18,26,80.31,100.0
0,47,18,85.75,100.0
16,34,19,78.5,100.0
15,31,13,98.07,100.0
10,46,20,73.33,100.0
12,45,12,81.1,100.0
17,46,30,63.02,100.0
10,45,11,94.09,100.0
11,38,23,76.53,100.0
5,34,28,88.02,100.0
8,29,22,87.29,100.0
15,16,8,87.05,100.0
3,41,26,80.28,100.0
2,46,2,71.1,59.64
15,28,29,85.0,100.0
11,5,10,98.47,100.0
10,16,9,93.36,100.0
4,16,0,64.35,40.33
17,13,16,60.93,100.0
18,23,27,79.96,100.0
5,49,25,91.03,100.0
17,36,12,72.56,100.0
5,39,13,88.05,100.0
3,38,0,97.28,70.18
11,31,1,78.36,81.09
18,35,1,69.77,75.44
1,49,6,96.71,94.71
16,36,8,78.89,100.0
10,47,23,76.31,100.0
10,13,30,74.13,100.0
20,26,3,76.92,100.0
15,18,1,86.95,92.56
1,30,18,77.35,100.0
1,45,25,72.97,100.0
7,8,4,89.75,82.45
12,37,8,68.12,100.0
9,16,23,68.08,100.0
7,18,12,87.86,100.0
3,43,11,94.67,100.0
14,3,29,69.65,100.0
0,47,18,67.64,96.75
10,10,8,86.81,100.0
6,21,9,84.83,100.0
16,3,18,77.89,100.0
19,16,9,63.83,99.19
17,7,11,63.67,96.22
11,45,13,91.09,100.0
8,33,7,78.07,100.0
4,10,15,94.32,100.0
9,30,16,82.99,100.0
3,10,19,84.75,100.0
4,37,3,97.37,89.52
9,20,5,66.58,77.71
10,45,11,81.72,100.0
20,29,27,62.33,100.0
9,9,17,74.36,100.0
7,25,6,65.92,78.87
1,26,4,67.51,63.71
7,7,9,97.39,90.93
15,38,5,84.43,100.0
4,7,26,95.69,100.0
2,7,13,77.74,80.72
11,33,5,83.91,100.0
12,15,29,61.28,100.0
12,40,13,78.78,100.0
9,12,11,82.56,100.0
3,22,29,60.67,100.0
8,11,26,91.58,100.0
1,26,21,71.82,100.0
18,21,25,78.1,100.0
0,31,11,81.43,98.67
6,48,7,99.69,100.0
16,26,9,63.97,98.06
2,1,15,82.21,89.13
19,44,19,81.22,100.0
19,32,25,62.76,100.0
20,25,7,85.36,100.0
2,27,8,71.47,83.54
2,18,12,64.15,76.12
16,42,28,67.15,100.0
6,4,19,92.94,100.0
13,32,16,64.16,100.0
16,19,18,78.68,100.0
17,29,16,67.81,100.0
12,44,6,66.49,80.46
19,7,27,68.23,100.0
19,37,0,79.71,92.19
20,16,26,69.51,100.0
17,43,19,63.87,100.0
3,0,28,92.06,100.0
0,2,13,81.59,83.83
17,45,16,66.27,100.0
0,25,12,78.86,94.86
12,30,28,62.73,100.0
19,7,1,83.22,89.92
19,42,26,73.61,100.0
9,45,30,64.14,100.0
10,7,13,67.35,92.27
8,34,0,73.83,66.3
8,38,28,92.26,100.0
4,27,4,66.95,75.12
0,50,6,64.39,64.99
16,3,18,80.64,100.0
1,15,13,82.35,95.45
12,12,23,63.61,100.0
8,19,13,71.38,100.0
3,50,14,70.51,100.0
4,4,4,67.45,53.57
10,36,4,72.63,90.59
18,19,28,61.48,100.0
20,23,20,86.06,100.0
2,35,23,99.54,100.0
11,33,1,85.36,82.54
18,44,17,74.44,100.0
18,47,30,86.72,100.0
12,33,29,82.86,100.0
6,18,27,93.87,100.0
14,16,23,84.87,100.0
6,4,8,85.36,99.69
7,24,26,68.87,100.0
4,17,27,76.63,100.0
20,49,9,73.78,100.0
13,7,25,60.46,100.0
3,26,17,72.53,100.0
9,14,3,79.44,82.02
19,44,7,83.99,100.0
14,12,17,97.38,100.0
17,15,19,69.56,100.0
19,21,25,66.1,100.0
12,19,28,94.78,100.0
7,12,28,97.67,100.0
8,19,16,79.52,100.0
15,1,15,64.61,90.02
18,34,17,79.42,100.0
15,46,6,64.38,89.18
6,18,0,95.33,81.98
13,44,27,88.33,100.0
13,36,0,69.65,69.69
3,5,17,95.47,100.0
14,13,3,85.52,85.15
2,3,22,98.13,100.0
4,21,19,99.22,100.0
0,50,20,60.13,98.96
2,38,19,64.81,100.0
14,35,3,81.88,93.27
7,33,24,98.23,100.0
3,26,30,99.77,100.0
1,6,5,82.7,67.09
9,2,27,66.95,100.0
3,46,2,66.52,55.35
2,32,5,90.55,88.19
1,1,12,83.68,81.88
16,41,22,81.95,100.0
20,15,6,78.63,100.0
19,24,23,89.01,100.0
12,14,28,94.32,100.0
4,23,3,72.12,72.29
20,14,0,68.84,77.02
8,30,5,86.81,90.34
5,13,23,96.59,100.0
4,13,4,73.93,71.39
9,5,12,70.9,90.39
7,13,18,69.04,100.0
6,16,3,70.18,73.64
6,17,23,65.4,100.0
5,19,5,83.87,77.61
20,50,12,71.23,100.0
19,16,30,84.6,100.0
2,15,28,63.32,100.0
18,39,4,64.62,78.46
14,38,12,81.45,100.0
3,31,24,80.46,100.0
11,43,9,70.86,99.69
5,8,2,93.09,74.93
18,26,22,67.48,100.0
3,45,24,74.43,100.0
14,32,26,82.22,100.0
8,9,12,94.69,100.0
4,16,26,76.74,100.0
12,48,11,75.94,100.0
17,48,3,83.18,100.0
4,35,9,72.67,94.04
15,16,25,88.37,100.0
18,17,2,69.95,90.92
13,22,16,92.93,100.0
15,33,8,70.89,100.0
14,7,28,99.71,100.0
3,12,0,72.66,53.81
6,22,17,95.15,100.0
15,19,8,75.89,100.0
20,21,20,69.84,100.0
20,46,19,69.05,100.0
7,22,24,94.01,100.0
16,40,8,72.35,100.0
15,34,1,73.54,83.84
9,2,18,67.88,94.56
9,33,27,98.45,100.0
1,32,15,69.79,98.73
8,45,2,69.9,69.05
16,16,15,97.76,100.0
10,44,20,96.04,100.0
9,18,12,69.96,99.06
16,29,2,94.59,100.0
3,22,9,69.99,86.44
15,14,21,63.38,100.0
19,13,17,92.81,100.0
14,1,5,90.86,94.76
20,38,5,71.79,94.3
4,48,17,63.61,96.8
5,17,5,68.26,67.55
16,5,5,90.84,96.76
0,31,21,98.59,100.0
18,20,27,70.36,100.0
3,39,12,92.73,100.0
16,27,13,69.12,100.0
8,26,20,87.18,100.0
1,1,6,63.34,29.31
7,32,12,83.41,100.0
14,15,14,70.77,100.0
6,38,11,97.03,100.0
5,21,20,71.59,100.0
0,42,26,75.94,100.0
14,46,0,93.63,88.21
6,12,27,77.53,100.0
16,1,24,69.54,100.0
1,13,2,81.9,62.53
8,37,17,93.6,100.0
8,40,25,77.33,100.0
12,27,21,65.32,100.0
5,6,7,75.32,73.08
5,17,1,98.18,81.58
19,40,3,62.88,83.37
19,35,17,76.34,100.0
20,40,27,85.92,100.0
2,35,27,63.14,100.0
16,43,24,73.8,100.0
16,3,25,97.62,100.0
11,29,12,61.23,89.72
15,23,14,90.07,100.0
14,19,1,93.65,93.69
12,45,9,71.08,100.0
0,30,1,68.59,47.61
16,23,29,96.59,100.0
2,6,28,90.56,100.0
14,25,20,64.54,100.0
3,12,11,68.49,82.68
3,7,4,84.85,76.94
17,4,11,76.78,100.0
16,43,22,80.17,100.0
18,12,0,98.06,89.68
10,28,27,76.81,100.0
19,19,1,95.27,97.56
2,13,26,86.43,100.0
7,31,15,64.86,100.0
13,49,26,89.78,100.0
0,26,21,80.81,100.0
13,24,1,69.0,74.0
1,3,15,71.58,75.84
3,20,19,82.29,100.0
18,17,25,84.07,100.0
5,38,15,98.73,100.0
0,14,5,94.19,75.11
16,37,12,68.23,100.0
7,47,11,90.96,100.0
18,23,22,60.33,100.0
20,7,9,65.19,89.02
0,27,4,67.99,64.6
4,20,7,83.89,90.42
15,15,5,67.79,85.09
5,15,4,74.61,81.88
7,34,19,69.71,100.0
12,16,21,73.5,100.0
15,8,5,97.7,92.74
2,34,21,99.9,100.0
18,28,16,87.43,100.0
11,38,5,82.89,100.0
15,17,16,88.34,100.0
10,11,4,90.87,98.49
9,18,22,89.56,100.0
19,47,16,63.28,100.0
3,21,28,72.41,100.0
11,48,16,73.74,100.0
1,14,28,74.77,100.0
18,0,12,73.77,100.0
4,1,30,91.48,100.0
7,7,21,89.9,100.0
6,21,30,60.18,100.0
13,24,6,71.86,100.0
2,1,21,84.95,100.0
17,50,20,64.81,100.0
15,8,5,62.85,77.18
18,8,28,93.14,100.0
18,12,13,78.11,100.0
17,5,15,94.23,100.0
19,29,2,92.94,100.0
15,14,8,95.73,100.0
7,50,14,61.93,96.91
0,14,20,67.45,100.0
16,49,17,71.85,100.0
11,6,29,65.45,100.0
20,10,29,79.42,100.0
10,39,27,91.96,100.0
4,37,9,98.05,100.0
11,39,9,95.58,100.0
16,1,22,78.29,100.0
5,50,2,85.46,87.43
0,47,0,69.23,42.6
4,38,2,76.12,73.46
13,9,24,94.85,100.0
4,43,4,61.17,62.0
0,16,6,81.31,73.06
17,6,2,94.91,92.0
15,39,3,64.88,79.99
8,38,16,99.3,100.0
18,3,2,60.5,57.04
4,34,22,95.44,100.0
1,50,3,74.15,69.2
14,46,30,65.31,100.0
6,35,1,66.29,57.69
3,30,13,88.05,100.0
0,24,4,94.83,78.58
12,40,30,85.64,100.0
19,12,20,97.15,100.0
6,17,30,93.7,100.0
14,20,1,60.36,55.37
13,47,30,86.78,100.0
18,0,14,72.19,100.0
19,35,10,78.18,100.0
17,49,21,63.76,100.0
9,7,9,71.28,87.17
8,47,19,85.31,100.0
7,20,29,68.74,100.0
9,42,0,85.9,70.27
16,20,18,96.92,100.0
1,26,13,60.2,78.61
5,18,24,91.43,100.0
4,22,25,85.65,100.0
8,50,22,61.87,100.0
4,49,28,91.61,100.0
17,50,21,68.98,100.0
19,42,13,70.63,100.0
8,34,0,63.74,47.55
16,39,24,81.38,100.0
16,50,28,79.93,100.0
11,41,8,73.89,100.0
6,47,16,66.75,100.0
2,4,13,93.52,91.49
9,40,12,95.06,100.0
1,7,12,81.62,80.99
2,10,30,69.77,100.0
15,15,5,63.84,73.22
1,38,6,94.74,89.26
9,46,1,63.84,56.35
5,23,25,60.53,100.0
10,20,7,78.78,100.0
6,22,23,89.25,100.0
14,48,5,78.3,100.0
5,37,24,62.06,100.0
19,46,2,87.6,100.0
8,7,17,85.69,100.0
19,6,17,87.26,100.0
11,1,21,68.45,100.0
18,29,22,91.83,100.0
19,12,5,79.17,100.0
2,22,10,81.45,97.69
14,28,2,81.83,87.39
1,37,15,71.47,97.31
20,36,4,70.01,94.5
1,19,23,60.19,94.3
2,32,21,75.86,100.0
5,28,1,79.4,76.45
14,49,14,89.71,100.0
9,14,15,62.67,99.61
8,22,6,96.96,96.06
0,41,15,70.56,99.23
15,2,23,74.67,100.0
5,36,3,61.93,60.82
8,28,27,86.13,100.0
3,44,15,88.36,100.0
1,7,16,97.15,100.0
3,21,1,73.47,65.05
0,28,15,70.29,92.36
18,1,3,89.04,92.37
9,40,6,88.27,100.0
20,48,17,97.48,100.0
14,49,5,68.21,96.1
18,44,17,88.21,100.0
15,0,27,62.67,100.0
20,43,6,79.21,100.0
3,19,1,64.78,43.8
1,20,18,86.13,100.0
12,36,8,84.06,100.0
0,7,28,61.95,99.21
16,26,30,72.78,100.0
12,46,3,75.8,90.03
3,34,13,69.92,96.3
6,5,4,61.55,40.49
16,44,24,72.75,100.0
8,43,6,91.7,100.0
3,18,7,74.4,84.96
18,17,14,72.93,100.0
0,0,26,97.67,100.0
9,24,18,61.67,100.0
3,26,26,90.69,100.0
8,6,10,79.32,91.95
12,43,19,97.78,100.0
13,41,22,75.74,100.0
9,28,3,88.32,94.54
5,30,17,62.8,100.0
15,43,13,97.15,100.0
5,42,25,73.78,100.0
16,35,5,80.96,100.0
9,18,24,65.54,100.0
17,5,15,97.82,100.0
17,24,17,86.92,100.0
2,30,0,62.16,38.99
19,8,7,66.21,90.78
20,19,0,75.99,94.3
14,9,0,68.67,61.5
14,36,18,72.19,100.0
3,26,20,99.9,100.0
8,12,28,86.35,100.0
18,40,27,96.89,100.0
16,1,24,77.43,100.0
10,49,26,88.41,100.0
8,20,9,78.39,100.0
9,32,17,73.13,100.0
17,23,11,80.77,100.0
19,43,27,77.09,100.0
12,41,16,99.22,100.0
7,33,0,79.85,74.1
6,8,7,92.44,88.87
16,1,9,86.67,100.0
20,29,25,79.19,100.0
14,21,9,78.97,100.0
19,45,17,73.68,100.0
14,10,28,64.28,100.0
0,42,8,90.46,92.74
13,16,24,96.72,100.0
4,35,1,68.72,57.79
10,12,2,97.03,81.52
15,6,1,69.29,65.44
1,15,5,81.2,79.03
7,32,30,73.74,100.0
10,44,22,64.58,100.0
17,0,11,62.11,77.86
2,10,21,74.61,100.0
0,5,18,61.89,74.71
10,19,27,64.17,100.0
15,34,14,65.69,100.0
17,43,18,60.08,100.0
15,36,11,66.13,100.0
9,40,17,83.09,100.0
17,25,15,92.78,100.0
5,11,1,67.74,47.32
18,29,10,63.23,100.0
3,27,11,89.18,100.0
12,26,4,60.33,68.3
13,41,26,89.37,100.0
2,18,26,65.24,100.0
9,4,23,69.13,100.0
5,4,5,64.8,50.59
0,40,24,69.89,100.0
13,26,10,91.93,100.0
7,27,20,65.3,100.0
18,25,9,99.77,100.0
13,26,3,73.08,93.68
9,48,8,96.88,100.0
16,41,11,67.6,100.0
8,20,9,67.52,99.99
5,0,26,82.61,100.0
10,27,13,62.02,94.39
6,47,4,92.04,95.49
16,14,0,77.58,80.71
0,16,4,87.97,74.01
4,25,15,66.99,97.43
8,19,30,85.69,100.0
17,24,4,83.76,100.0
20,12,4,90.23,100.0
1,32,28,71.9,100.0
10,24,17,97.33,100.0
5,7,28,98.45,100.0
7,4,5,94.72,75.66
3,5,20,82.88,100.0
17,22,17,76.81,100.0
10,29,27,62.32,100.0
4,13,9,97.89,99.46
14,22,14,98.07,100.0
17,10,30,60.75,100.0
1,30,29,74.28,100.0
10,5,23,95.2,100.0
12,10,21,63.23,100.0
3,12,10,67.86,80.96
6,11,25,99.15,100.0
10,1,27,93.89,100.0
3,34,26,96.48,100.0
14,35,18,65.69,100.0
0,16,24,68.45,100.0
2,27,12,84.22,100.0
13,27,26,80.07,100.0
5,21,26,71.94,100.0
17,37,29,95.35,100.0
0,6,19,96.06,100.0
5,14,2,71.67,61.77
5,31,15,66.23,100.0
20,10,6,65.96,90.98
15,23,11,79.38,100.0
4,2,28,65.32,100.0
16,29,14,78.93,100.0
9,5,29,78.48,100.0
20,1,7,95.36,100.0
17,13,22,71.85,100.0
6,40,16,82.43,100.0
2,17,0,89.74,66.79
12,50,28,83.84,100.0
14,43,20,98.16,100.0
19,30,30,84.09,100.0
18,12,29,96.07,100.0
2,25,7,69.8,75.7
3,43,13,82.43,100.0
4,11,9,81.73,87.58
0,17,26,99.58,100.0
3,8,18,68.18,96.18
11,48,7,65.64,92.15
9,20,18,84.47,100.0
20,47,3,68.95,96.38
19,48,9,85.57,100.0
12,39,22,98.9,100.0
13,42,2,97.86,92.51
4,23,3,69.24,75.52
3,33,15,66.84,82.59
13,7,23,82.43,100.0
9,43,3,83.47,100.0
16,32,24,86.49,100.0
9,22,19,89.66,100.0
6,12,28,84.04,100.0
15,48,29,64.47,100.0
0,13,19,91.61,100.0
16,13,12,63.18,100.0
20,15,20,60.8,100.0
8,48,16,90.79,100.0
5,37,22,81.93,100.0
18,38,24,87.94,100.0
12,25,15,75.31,100.0
2,25,27,60.44,100.0
6,0,24,73.24,100.0
8,31,16,84.33,100.0
4,14,30,69.03,100.0
9,20,5,87.51,100.0
16,17,2,91.78,98.49
11,29,19,78.17,100.0
15,12,23,95.03,100.0
2,23,30,94.19,100.0
8,29,3,95.12,88.31
14,1,7,86.44,97.66
4,18,19,72.19,100.0
12,46,8,79.25,100.0
13,43,21,88.42,100.0
19,46,0,68.42,82.82
14,24,12,89.55,100.0
15,49,25,81.92,100.0
12,13,1,63.84,66.4
16,5,22,82.29,100.0
7,11,9,62.67,71.47
20,19,22,60.57,100.0
1,22,18,95.59,100.0
4,29,16,79.6,100.0
5,29,23,81.73,100.0
11,37,12,71.2,100.0
17,29,28,81.71,100.0
0,40,25,66.75,100.0
16,29,13,89.83,100.0
10,35,26,92.93,100.0
9,48,30,94.24,100.0
18,33,10,64.27,100.0
13,15,9,82.31,100.0
9,23,30,92.35,100.0
14,13,6,65.13,82.51
18,25,9,63.98,100.0
3,7,23,92.68,100.0
1,13,0,91.87,59.69
8,30,13,77.95,100.0
9,1,2,64.39,44.79
10,47,12,80.64,100.0
13,3,1,75.79,71.12
6,0,16,80.74,95.72
14,19,20,77.6,100.0
18,13,2,82.74,94.04
14,39,25,89.09,100.0
7,24,14,90.99,100.0
10,24,7,85.96,100.0
8,2,5,67.96,59.18
14,4,25,75.88,100.0
0,37,29,62.85,100.0
0,25,8,78.07,83.8
18,39,24,98.81,100.0
2,37,10,85.67,97.38
9,37,21,66.18,100.0
7,3,1,70.74,50.57
14,6,8,62.58,79.63
9,29,17,67.3,100.0
0,29,18,79.51,100.0
17,18,21,73.79,100.0
1,38,17,68.16,95.86
18,34,4,65.86,93.77
12,39,17,86.24,100.0
0,32,11,82.32,98.01
1,32,3,93.71,83.84
15,13,14,67.33,100.0
14,37,10,93.92,100.0
12,9,26,83.12,100.0
